"FILENAME";"RESULT";"COMMENT"
"instance00559.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance00463.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance03578.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance05253.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance12853.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance11385.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance00611.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance15936.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance05132.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance00865.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance14574.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance05081.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance06330.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance06047.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance00349.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance14160.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance13165.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance00086.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance01964.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance03260.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance09547.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance06245.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance09623.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance08427.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance01918.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance13740.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance09401.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance08411.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance14151.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance04713.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance03413.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance00847.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance12416.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance04683.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance15942.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance04559.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance00642.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance02744.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance14626.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance03977.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance04247.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance00278.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance00722.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance11618.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance13087.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance06556.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance03511.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance11401.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance01737.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance03342.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance10143.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance04105.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance11612.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance02481.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance11181.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance01877.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance05735.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance07085.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance13478.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance07707.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance04594.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance00141.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance04368.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance13416.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance15592.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance11030.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance04893.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance09176.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance13815.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance00910.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance04375.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance09686.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance04659.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance15047.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance05424.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance06901.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance02892.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance04054.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance14235.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance08950.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance01273.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance10115.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance05396.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance04030.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance15530.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance14413.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance14722.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance10004.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance02399.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance15827.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance00209.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance08200.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance02576.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance08735.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance03913.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance01242.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance02359.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance02826.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance02513.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance05820.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance00217.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance02398.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance03912.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance03648.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance11203.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance09856.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance15541.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance14109.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance15007.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance06893.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance03660.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance13257.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance03594.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance05501.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance06649.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance15561.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance01215.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance10603.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance15870.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance07492.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance02804.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance10444.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance09045.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance00938.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance13298.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance00541.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance00073.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance00316.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance01828.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance03136.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance01369.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance15947.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance14303.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance00481.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance11442.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance02934.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance09149.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance02612.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance01472.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance09543.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance11833.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance00793.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance04975.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance11945.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance12084.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance00740.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance04857.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance10538.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance00154.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance05474.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance13144.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance11837.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance02146.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance10512.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance00948.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance02366.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance00698.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance05826.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance08963.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance09878.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance03005.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance10123.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance04651.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance05641.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance08952.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance06730.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance05454.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance15231.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance06145.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance05066.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance05980.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance09472.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance10419.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance10145.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance02929.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance10076.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance03780.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance00380.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance02997.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance02686.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance13612.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance14343.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance09996.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance01023.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance12475.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance13931.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance03661.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance11122.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
"instance08380.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance05312.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance00492.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance03671.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance01562.smt2";"True";"verified model,100% of the solvers answered SAT, no disagreeing"
"instance07581.smt2";"False";"most likely UNSAT,100% of the solvers answered UNSAT, no disagreeing"
